TakeNr;In;Startzeit;Out;Endzeit;Typ;Marker1;Marker2;Bemerkung;Source;Text
310.0;01:20:58:11;00:20:58:11;01:21:02:23;00:21:02:23;;;;;WEE JOHN FEENEY;(REAKTION)
;;00;;00;;;;;;
310.0;01:20:58:11;00:20:58:11;01:21:02:23;00:21:02:23;;;;;OLUWANDE;(REAKTION)
;;00;;00;;;;;;
310.0;01:20:58:11;00:20:58:11;01:21:02:23;00:21:02:23;;;;;STEDE;(REAKTION)
;;00;;00;;;;;;
311.0;01:21:02:23;00:21:02:23;01:21:09:10;00:21:09:10;;;;;SPANISH JACKIE;Na, gut. .. (CONT) Verkauft. (2.F.: Deal.) .. Diese Arschlöcher sollen sich verpissen!
;;00;;00;;;;;;
312.0;01:21:08:08;00:21:08:08;01:21:10:01;00:21:10:01;Ü;;;;WEE JOHN FEENEY;Hey!
;;00;;00;;;;;;
312.0;01:21:08:08;00:21:08:08;01:21:10:01;00:21:10:01;Ü;;;;BLACK PETE;(REAKTION)
;;00;;00;;;;;;
312.0;01:21:08:08;00:21:08:08;01:21:10:01;00:21:10:01;Ü;;;;STEDE;(EVTL ATMER)
;;00;;00;;;;;;
313.0;01:21:10:01;00:21:10:01;01:21:16:02;00:21:16:02;;;;;SCHWEDE;(INS CONT) Ja, lasst uns verschwinden.
;;00;;00;;;;;;
313.0;01:21:10:01;00:21:10:01;01:21:16:02;00:21:16:02;;;;;SPANISH JACKIE;Nein, nein, nein. .. Komm wieder her.
;;00;;00;;;;;;
313.0;01:21:10:01;00:21:10:01;01:21:16:02;00:21:16:02;;;;;SCHWEDE;Okay.
;;00;;00;;;;;;
314.0;01:21:16:02;00:21:16:02;01:21:22:22;00:21:22:22;;;;;SPANISH JACKIE;Hast du .. mich auf's Kreuz gelegt?
;;00;;00;;;;;;
314.0;01:21:16:02;00:21:16:02;01:21:22:22;00:21:22:22;;;;;SCHWEDE;Iiich stehe in 'ner Lebensschuld.
;;00;;00;;;;;;
314.0;01:21:16:02;00:21:16:02;01:21:22:22;00:21:22:22;;;;;SPANISH JACKIE;(ÜBERL) (LAUT) .. 
;;00;;00;;;;;;
315.0;01:21:22:22;00:21:22:22;01:21:26:17;00:21:26:17;;;;;SPANISH JACKIE;Ist schon okay, sexy Holländer. .. Auf's Kreuz legen ist (genau) mein Ding.
;;00;;00;;;;;;
316.0;01:21:26:17;00:21:26:17;01:21:31:24;00:21:31:24;;;;;SCHWEDE;Du bist nicht böse?
;;00;;00;;;;;;
316.0;01:21:26:17;00:21:26:17;01:21:31:24;00:21:31:24;;;;;SPANISH JACKIE;(LIPPENLAUT) Nein, ich find's geil. (LACHEN)
;;00;;00;;;;;;
316.0;01:21:26:17;00:21:26:17;01:21:31:24;00:21:31:24;;;;;SCHWEDE;(OFF) Okay. (ATMER)
;;00;;00;;;;;;
317.0;01:21:31:22;00:21:31:22;01:21:36:13;00:21:36:13;Ü;;;;SPANISH JACKIE;(CONT) Das klären wir im Haus.
;;00;;00;;;;;;
317.0;01:21:31:22;00:21:31:22;01:21:36:13;00:21:36:13;Ü;;;;SCHWEDE;Okay. (LACHEN) Oh!
;;00;;00;;;;;;
317.0;01:21:31:22;00:21:31:22;01:21:36:13;00:21:36:13;Ü;;;;SPANISH JACKIE;(CONT) Gehen wir, Ehemänner.
;;00;;00;;;;;;
318.0;01:21:32:22;00:21:32:22;01:21:42:17;00:21:42:17;Ü;;;;2 SPANISH JACKIES HUSBANDS;(Unverständl. Durcheinander IT) (LACHEN) Ist ja noch mal gut gegangen. / Alles klar. / Wieder alles schön. / Friede, Freude, Eierkuchen. (evtl) (Spitzen)
;;00;;00;;;;;;
319.0;01:21:37:06;00:21:37:06;01:21:40:03;00:21:40:03;Ü;;;;OLUWANDE;Ich fasse es nicht, dass du so viel für blauen Dreck bezahlt hast, Susan.
;;00;;00;;;;;;
320.0;01:21:40:03;00:21:40:03;01:21:44:19;00:21:44:19;;;;;SUSAN;Bitte. .. So viel Indigo ist locker das Dreifache wert. .. 
;;00;;00;;;;;;
321.0;01:21:44:19;00:21:44:19;01:21:49:11;00:21:49:11;;;;;SUSAN;Mir ist in der Zeit hier etwas klar geworden. .. Die Menschen wissen so wenig.
;;00;;00;;;;;;
322.0;01:21:49:11;00:21:49:11;01:21:51:18;00:21:51:18;;;;;STEDE;Wer sind Sie? Ich meine, das wird...
;;00;;00;;;;;;
323.0;01:21:50:09;00:21:50:09;01:21:54:11;00:21:54:11;Ü;;;;TANTE;(ÜBERL) Auf geht's. Bewegung. Ihr arbeitet jetzt für sie. Los. Gehen wir. (INS OFF)
;;00;;00;;;;;;
324.0;01:21:53:19;00:21:53:19;01:21:59:07;00:21:59:07;Ü;;;;STEDE;(SEUFZER)
;;00;;00;;;;;;
324.0;01:21:53:19;00:21:53:19;01:21:59:07;00:21:59:07;Ü;;;;ROACH;(REAKTION) Okay.
;;00;;00;;;;;;
324.0;01:21:53:19;00:21:53:19;01:21:59:07;00:21:59:07;Ü;;;;BLACK PETE;(ATMER) (LAUTE)
;;00;;00;;;;;;
324.0;01:21:53:19;00:21:53:19;01:21:59:07;00:21:59:07;Ü;;;;ROACH;(ATMER) (LAUTE)
;;00;;00;;;;;;
324.0;01:21:53:19;00:21:53:19;01:21:59:07;00:21:59:07;Ü;;;;WEE JOHN FEENEY;(EVTL ATMER)
;;00;;00;;;;;;
325.0;01:21:59:07;00:21:59:07;01:22:01:07;00:22:01:07;;;;;TANTE;Beeilung, Mann!
;;00;;00;;;;;;
326.0;01:22:01:07;00:22:01:07;01:22:15:06;00:22:15:06;;;;;FANG;(WEINEN)
;;00;;00;;;;;;
327.0;01:22:11:21;00:22:11:21;01:22:15:06;00:22:15:06;Ü;;;;JIM;(ÜBERL) (SEUFZER) Hör auf zu weinen.
;;00;;00;;;;;;
328.0;01:22:15:06;00:22:15:06;01:22:19:01;00:22:19:01;;;;;FANG;(WEINEN) Ich kann nicht aufhören zu weinen. (CONT) Er hat Izzy erschossen.
;;00;;00;;;;;;
329.0;01:22:19:01;00:22:19:01;01:22:21:24;00:22:21:24;;;;;JIM;(ANATMER) Willst du die Geschichte vom Holzjungen hören?
;;00;;00;;;;;;
330.0;01:22:21:05;00:22:21:05;01:22:26:01;00:22:26:01;Ü;;;;FANG;(WEINEN) Mhm. (ATMER)
;;00;;00;;;;;;
331.0;01:22:23:17;00:22:23:17;01:22:28:02;00:22:28:02;Ü;;;;JIM;(ÜBERL) (ANATMER) Also, es war einmal ein Junge und... Warte. (NASENAUSATMER) 
;;00;;00;;;;;;
332.0;01:22:28:02;00:22:28:02;01:22:29:23;00:22:29:23;;;;;JIM;War er am Anfang 'ne Marionette? Ja, war er.
;;00;;00;;;;;;
333.0;01:22:27:09;00:22:27:09;01:22:32:16;00:22:32:16;Ü;;;;FANG;(überl) (Atmer)
;;00;;00;;;;;;
334.0;01:22:30:00;00:22:30:00;01:22:36:15;00:22:36:15;Ü;;;;JIM;(ANATMER) Und er wollte unbedingt (Winz Zög) echt sein wie 'n Mensch. Und dann haben sie sich auf einer Affenpfote das... (2.F.: Und dann hat er aber von seinem Meister verlangt, dass...) (Atmer)
;;00;;00;;;;;;
335.0;01:22:32:17;00:22:32:17;01:22:37:17;00:22:37:17;Ü;;;;FANG;(ÜBERL) (ATMER) Vergiss nicht (Winz Zög) die richtige Stimme.
;;00;;00;;;;;;
336.0;01:22:37:17;00:22:37:17;01:22:43:07;00:22:43:07;;;;;FANG; (WEINEN)
;;00;;00;;;;;;
336.0;01:22:37:17;00:22:37:17;01:22:43:07;00:22:43:07;;;;;JIM;(ÜBERL) (ATMER) (RÄUSPERN) 
;;00;;00;;;;;;
337.0;01:22:43:07;00:22:43:07;01:22:46:16;00:22:46:16;;;;;JIM;Mannomann, ich wünschte mir, ich wär ein echter Mensch.
;;00;;00;;;;;;
338.0;01:22:46:16;00:22:46:16;01:22:52:16;00:22:52:16;;;;;FANG;(LACHEN)
;;00;;00;;;;;;
338.0;01:22:46:16;00:22:46:16;01:22:52:16;00:22:52:16;;;;;JIM;(ÜBERL) (LACHEN)
;;00;;00;;;;;;
338.0;01:22:46:16;00:22:46:16;01:22:52:16;00:22:52:16;;;;;FANG;(ÜBERL) (SCHNIEFER) Ist gut, mach weiter.
;;00;;00;;;;;;
339.0;01:22:52:16;00:22:52:16;01:22:57:23;00:22:57:23;;;;;JIM;(REAKTION) Oh, wow!
;;00;;00;;;;;;
339.0;01:22:52:16;00:22:52:16;01:22:57:23;00:22:57:23;;;;;FANG;(überl) (LACHEN)
;;00;;00;;;;;;
339.0;01:22:52:16;00:22:52:16;01:22:57:23;00:22:57:23;;;;;JIM;(ÜBERL) Eine, eine Affenpfote. (Zög) Sie leuchtet. (INS OFF) (2.F.: Oh, bitte, Meister... Kannst du das machen?)
;;00;;00;;;;;;
340.0;01:22:57:17;00:22:57:17;01:23:02:00;00:23:02:00;Ü;;;;FANG;(OFF) (ÜBERL) (LACHEN) Das ist gut.
;;00;;00;;;;;;
340.0;01:22:57:17;00:22:57:17;01:23:02:00;00:23:02:00;Ü;;;;ARCHIE;(ÜBERL) (KL LACHER)
;;00;;00;;;;;;
341.0;01:23:02:00;00:23:02:00;01:23:05:13;00:23:05:13;A;;;;;
;;00;;00;;;;;;
342.0;01:23:05:13;00:23:05:13;01:23:12:22;00:23:12:22;;;;;FRENCHIE;(INS ON) Also, äh, wie sieht der Plan aus, Captain? Ich dachte, als 1. Offizier sollte ich (Zög) irgendwas machen.
;;00;;00;;;;;;
343.0;01:23:12:22;00:23:12:22;01:23:15:01;00:23:15:01;A;;;;;
;;00;;00;;;;;;
344.0;01:23:15:01;00:23:15:01;01:23:19:16;00:23:19:16;;;;;BLACKBEARD;Es gibt einen Vogel, der nie auf der Erde landet. .. 
;;00;;00;;;;;;
345.0;01:23:19:16;00:23:19:16;01:23:24:20;00:23:24:20;;;;;BLACKBEARD;Geboren in der Luft (Zög) wird er nie landen.
;;00;;00;;;;;;
346.0;01:23:24:20;00:23:24:20;01:23:28:02;00:23:28:02;;;;;BLACKBEARD; Er verbringt sein ganzes Leben in luftiger Höhe.
;;00;;00;;;;;;
347.0;01:23:28:02;00:23:28:02;01:23:32:02;00:23:32:02;A;;;;;
;;00;;00;;;;;;
348.0;01:23:32:02;00:23:32:02;01:23:37:09;00:23:37:09;;;;;FRENCHIE;Klingt nach etwas, das vielleicht (Zög) überhaupt nicht existieren kann, Captain.
;;00;;00;;;;;;
349.0;01:23:37:09;00:23:37:09;01:23:45:04;00:23:45:04;;01:23:42:15;;;BLACKBEARD;Niemals wieder an Land gehen. (ATMER) (x) (LAUT) 
;;00;;00;;;;;;
350.0;01:23:45:04;00:23:45:04;01:23:54:09;00:23:54:09;;;;;BLACKBEARD;Wir segeln, (ATMER) kapern, (ATMER) stiften Unruhe für immer .. und ewig. (ATMER) Und es endet nie.
;;00;;00;;;;;;
351.0;01:23:54:09;00:23:54:09;01:23:59:05;00:23:59:05;A;;;;;
;;00;;00;;;;;;
352.0;01:23:59:05;00:23:59:05;01:24:01:14;00:24:01:14;;;;;FRENCHIE;Klingt nach 'nem Plan.
;;00;;00;;;;;;
353.0;01:24:01:14;00:24:01:14;01:24:04:11;00:24:04:11;;;;;BLACKBEARD;(Nasenatmer) Wegtreten!
;;00;;00;;;;;;
354.0;01:24:04:11;00:24:04:11;01:24:25:22;00:24:25:22;A;;;;;
;;00;;00;;;;;;
355.0;01:24:25:22;00:24:25:22;01:24:28:07;00:24:28:07;;;;;BLACKBEARD;Fick dich, Stede Bonnet!
;;00;;00;;;;;;
356.0;01:24:28:07;00:24:28:07;01:24:39:08;00:24:39:08;A;;;;;
;;00;;00;;;;;;
357.0;01:24:39:08;00:24:39:08;01:24:43:03;00:24:43:03;;;;;STEDE;Gute Nacht, (Winz Zög) Ed Teach.
;;00;;00;;;;;;
358.0;01:24:43:03;00:24:43:03;01:24:49:11;00:24:49:11;;;;;BUTTONS;Wir sind zurück, Geliebte. (Zög) Mein tiefer Ozean. .. Nie wieder trennt uns jemand voneinander.
;;00;;00;;;;;;
359.0;01:24:49:11;00:24:49:11;01:24:54:04;00:24:54:04;;;;;ROACH;Also, dann sind wir jetzt im Suppengeschäft, oder...
;;00;;00;;;;;;
360.0;01:24:53:05;00:24:53:05;01:24:58:05;00:24:58:05;Ü;;;;WEE JOHN FEENEY;Oh ja, wär mir sehr recht. Ja, ich liebe Suppe.
;;00;;00;;;;;;
360.0;01:24:53:05;00:24:53:05;01:24:58:05;00:24:58:05;Ü;;;;BLACK PETE;Gleichfalls.
;;00;;00;;;;;;
361.0;01:24:58:05;00:24:58:05;01:25:02:06;00:25:02:06;;;;;OLUWANDE;Eigentlich (Zög) bist du keine Suppenverkäuferin, oder?
;;00;;00;;;;;;
362.0;01:25:02:06;00:25:02:06;01:25:06:07;00:25:06:07;;;;;SUSAN;Eigentlich nicht.
;;00;;00;;;;;;
362.0;01:25:02:06;00:25:02:06;01:25:06:07;00:25:06:07;;;;;OLUWANDE;(OFF) Wer bist du dann?
;;00;;00;;;;;;
363.0;01:25:06:07;00:25:06:07;01:25:14:07;00:25:14:07;;;;;TANTE;Blickt sie nicht an. (Zög) (INS OFF) Ihr befindet euch in Anwesenheit von Zheng Yi Sao, Piratenkönigin.
;;00;;00;;;;;;
364.0;01:25:14:07;00:25:14:07;01:26:26:07;00:26:26:07;A;;;;;
;;00;;00;;;;;;
365.0;01:26:26:07;00:26:26:07;01:26:30:11;00:26:30:11;;;;;JIM;Und dann hat die Affenpfote angefangen zu leuchten. (2.F.: Und dann spürte Pinocchio, wie die Energie in ihm aufstieg...)
;;00;;00;;;;;;
366.0;01:26:30:11;00:26:30:11;01:26:40:21;00:26:40:21;;;;;FANG;(LACHEN)
;;00;;00;;;;;;
367.0;01:26:30:16;00:26:30:16;01:26:37:07;00:26:37:07;Ü;;;;JIM;"(ÜBERL) Ich bete dich an, dunkler Herr. (ANATMER) So mach aus mir Fleisch und Blut. """
;;00;;00;;;;;;
368.0;01:26:37:07;00:26:37:07;01:26:40:22;00:26:40:22;;;;;JIM;"(Anatmer) Ich will nichts lieber, als echtes Fleisch sein.""
368;01:26:37:07;01:26:40:22;;;;;JIM;Und die Affenpfote sagte: (2.F.: Und auf einmal ertönte:) """
;;00;;00;;;;;;
369.0;01:26:40:22;00:26:40:22;01:26:46:24;00:26:46:24;;;;;JIM;"Ich werde dich zu dem fleischigsten Jungen machen, der du sein willst."" """
;;00;;00;;;;;;
369.0;01:26:40:22;00:26:40:22;01:26:46:24;00:26:46:24;;;;;FANG;(ÜBERL) (LACHEN)
;;00;;00;;;;;;
370.0;01:26:46:24;00:26:46:24;01:26:53:24;00:26:53:24;;;;;JIM;"Oh, wow! (ANATMER) Ich werde grade echt zu Fleisch. Das fühlt sich schön an. So weich."" (INS OFF)"""
;;00;;00;;;;;;
371.0;01:26:46:24;00:26:46:24;01:26:56:24;00:26:56:24;;;;;FANG;(LACHEN)
;;00;;00;;;;;;
372.0;01:26:54:00;00:26:54:00;01:26:57:06;00:26:57:06;Ü;;;;JIM;(Lacher)
;;00;;00;;;;;;
373.0;01:26:57:06;00:26:57:06;01:27:26:16;00:27:26:16;A;;;;SZENE;(Ende)
